0.004333,0.000009,0.000008
0.022760,-0.000043,0.000791
0.056894,-0.000796,0.010517
0.085750,-0.001578,0.018726
0.110562,-0.002900,0.030437
0.158282,-0.004936,0.044023
0.226158,-0.011922,0.086961
0.255056,-0.016972,0.109242
0.278622,-0.022614,0.132276
0.317960,-0.028908,0.154836
0.370145,-0.043990,0.205058
0.391908,-0.052588,0.229212
0.401789,-0.061824,0.252348
0.420387,-0.071290,0.272740
0.461833,-0.090990,0.311589
0.482849,-0.100754,0.331871
0.502985,-0.110723,0.352108
0.541676,-0.121537,0.371596
0.587860,-0.144032,0.415943
0.609579,-0.156009,0.438449
0.629127,-0.168453,0.460390
0.633414,-0.181245,0.481580
0.636045,-0.206677,0.514678
0.661430,-0.218948,0.527223
0.690319,-0.231088,0.542345
0.713877,-0.243361,0.560007
0.725158,-0.268117,0.595535
0.747674,-0.280907,0.609203
0.767938,-0.293871,0.624423
0.799482,-0.306621,0.640789
0.833872,-0.333386,0.675671
0.844296,-0.347247,0.693889
0.847635,-0.361045,0.710664
0.853081,-0.374948,0.724773
0.861467,-0.401996,0.745795
0.867911,-0.415159,0.756464
0.882194,-0.428281,0.766358
0.891387,-0.440698,0.777706
0.899464,-0.465772,0.797517
0.923898,-0.478136,0.806264
0.938625,-0.490341,0.818155
0.971227,-0.502401,0.830709
1.000610,-0.527217,0.864982
1.008886,-0.539563,0.880185
1.017495,-0.552504,0.893547
1.026463,-0.565553,0.905907
1.063112,-0.591088,0.932294
1.089309,-0.604108,0.945988
1.099579,-0.617254,0.961970
1.105222,-0.630637,0.976653
1.113901,-0.643914,0.989697
1.141927,-0.670514,1.013468
1.157800,-0.683610,1.026650
1.167264,-0.696253,1.040734
1.194434,-0.722158,1.065535
1.212320,-0.735178,1.078868
1.228417,-0.747909,1.093321
1.248947,-0.761060,1.107726
1.280196,-0.787719,1.137293
1.290726,-0.801254,1.152859
1.295381,-0.814879,1.167379
1.307994,-0.828336,1.180161
1.343118,-0.854492,1.207870
1.376347,-0.867660,1.222294
