-0.372903,0.171011,-0.307633
-0.380899,0.177168,-0.314766
-0.385793,0.183519,-0.321898
-0.393544,0.189913,-0.328564
-0.406876,0.202928,-0.342196
-0.413085,0.209395,-0.348950
-0.418867,0.215785,-0.355660
-0.424834,0.222024,-0.362326
-0.437555,0.234389,-0.375378
-0.442854,0.240736,-0.381754
-0.447007,0.247299,-0.387731
-0.454866,0.253704,-0.393485
-0.465899,0.266963,-0.405461
-0.471274,0.273343,-0.411475
-0.476114,0.279312,-0.417718
-0.479934,0.285511,-0.423497
-0.489271,0.297898,-0.434142
-0.493204,0.304037,-0.439347
-0.498428,0.310042,-0.444425
-0.500579,0.315897,-0.449660
-0.507573,0.327351,-0.459056
-0.511927,0.333379,-0.463085
-0.514547,0.339332,-0.467245
-0.519680,0.345279,-0.471117
-0.528708,0.357078,-0.479450
-0.534304,0.362870,-0.483827
-0.539239,0.368626,-0.488475
-0.543154,0.374250,-0.493291
-0.550513,0.385337,-0.502478
-0.553351,0.390868,-0.506857
-0.556399,0.396208,-0.511105
-0.560387,0.401382,-0.515258
-0.566678,0.412060,-0.523048
-0.569715,0.417110,-0.526998
-0.572599,0.422373,-0.530591
-0.575943,0.427670,-0.534017
-0.583008,0.437835,-0.541238
-0.586126,0.443118,-0.544628
-0.588846,0.448203,-0.548141
-0.590453,0.453139,-0.551631
-0.594957,0.462948,-0.557607
-0.597473,0.467729,-0.560591
-0.599475,0.472287,-0.563677
-0.598681,0.476728,-0.566659
-0.600230,0.485588,-0.571073
-0.600270,0.489697,-0.573072
-0.602007,0.493615,-0.574862
-0.603726,0.497517,-0.576651
-0.604939,0.505130,-0.580145
-0.606384,0.508791,-0.581696
-0.608420,0.512330,-0.583325
-0.609709,0.515906,-0.585008
-0.610208,0.523197,-0.587851
-0.612687,0.526773,-0.589013
-0.613696,0.530189,-0.590568
-0.615902,0.533385,-0.592205
-0.619516,0.539911,-0.595819
-0.621420,0.543061,-0.597604
-0.623549,0.546182,-0.599437
-0.623960,0.549365,-0.601281
-0.625015,0.555422,-0.604455
-0.625173,0.558743,-0.605500
-0.627265,0.561692,-0.606691
-0.628127,0.564562,-0.608125
-0.627891,0.570321,-0.610699
-0.628381,0.572940,-0.611706
-0.629355,0.575506,-0.612660
-0.630800,0.578180,-0.613527
-0.632682,0.583261,-0.615691
-0.631793,0.585651,-0.616848
-0.631402,0.588240,-0.617445
-0.632827,0.590959,-0.617748
-0.634188,0.595614,-0.619464
-0.634981,0.597738,-0.620434
-0.635522,0.599876,-0.621352
-0.637511,0.601816,-0.622369
-0.638168,0.605851,-0.624688
-0.637829,0.608244,-0.625203
-0.638098,0.610145,-0.625955
-0.639212,0.612131,-0.626540
-0.639466,0.614506,-0.626890
-0.640580,0.618909,-0.627813
-0.639130,0.621216,-0.628252
-0.638903,0.622970,-0.628799
-0.639527,0.624757,-0.629167
-0.641127,0.628490,-0.629862
-0.640276,0.630115,-0.630600
-0.640642,0.631619,-0.631133
-0.639436,0.633441,-0.631358
-0.638252,0.635242,-0.632764
-0.637192,0.636142,-0.633028
-0.637589,0.637045,-0.633029
-0.637140,0.638121,-0.632958
-0.636845,0.639952,-0.633072
-0.636281,0.640879,-0.632972
-0.635241,0.642089,-0.632554
-0.634931,0.643092,-0.632186
-0.633846,0.645405,-0.631186
-0.631622,0.646286,-0.630920
-0.629902,0.647172,-0.630274
-0.629163,0.648302,-0.629220
-0.627102,0.649633,-0.628042
-0.625305,0.650209,-0.627357
-0.624490,0.650616,-0.626609
-0.621266,0.651034,-0.625832
-0.616837,0.652072,-0.623057
-0.615020,0.652985,-0.621069
-0.612380,0.653746,-0.619237
-0.610852,0.654289,-0.617449
-0.606403,0.655512,-0.613701
-0.603360,0.655789,-0.612060
-0.603009,0.656141,-0.610092
-0.601330,0.656026,-0.608828
-0.598501,0.656076,-0.605954
-0.597112,0.655871,-0.604705
-0.596341,0.655661,-0.603434
-0.596542,0.655290,-0.602398
-0.598042,0.654668,-0.600693
-0.597262,0.654307,-0.600500
-0.597332,0.653954,-0.600187
-0.595472,0.653647,-0.599909
-0.590122,0.652867,-0.598453
-0.587242,0.652355,-0.597304
-0.586087,0.651770,-0.595889
-0.584340,0.651262,-0.594451
-0.581982,0.650192,-0.591388
-0.579910,0.649563,-0.590133
-0.577858,0.648929,-0.588722
-0.576676,0.648438,-0.587071
-0.575548,0.647157,-0.584377
-0.575957,0.646445,-0.583306
-0.574311,0.645818,-0.582446
-0.573286,0.645163,-0.581459
-0.573540,0.643897,-0.579736
-0.573487,0.643100,-0.579244
-0.574399,0.642414,-0.578736
-0.574337,0.641937,-0.578321
-0.572049,0.641535,-0.577113
-0.572859,0.641520,-0.576164
-0.572935,0.641088,-0.575906
-0.572406,0.640640,-0.575729
-0.571002,0.639810,-0.575164
-0.571219,0.639371,-0.574746
-0.570102,0.638996,-0.574398
