0.000000,0.000000,-0.000078,-0.008397,0.000000,-0.000078,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.000242,-0.015896,0.000000,-0.000239,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.000450,-0.021542,0.000000,-0.000442,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.000698,-0.026095,0.000000,-0.000684,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.000983,-0.029793,0.000000,-0.000959,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.001306,-0.032677,0.000000,-0.001269,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.001990,-0.036944,0.000000,-0.001933,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.002354,-0.038702,0.000000,-0.002274,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.002736,-0.040165,0.000000,-0.002629,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.003111,-0.041302,0.000000,-0.002975,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.003493,-0.042287,0.000000,-0.003323,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.003880,-0.043070,0.000000,-0.003673,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.004268,-0.043723,0.000000,-0.004020,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.005057,-0.044764,0.000000,-0.004761,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.005463,-0.045218,0.000000,-0.005116,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.005853,-0.045526,0.000000,-0.005451,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.006249,-0.045791,0.000000,-0.005788,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.006636,-0.045977,0.000000,-0.006114,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.007013,-0.046131,0.000000,-0.006426,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.007393,-0.046263,0.000000,-0.006738,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.008151,-0.046519,0.000000,-0.007420,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.008540,-0.046668,0.000000,-0.007731,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.008906,-0.046816,0.000000,-0.008016,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.009275,-0.047019,0.000000,-0.008301,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.009650,-0.047121,0.000000,-0.008590,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.010021,-0.047134,0.000000,-0.008871,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.010375,-0.047160,0.000000,-0.009133,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.011073,-0.047121,0.000000,-0.009732,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.011433,-0.047068,0.000000,-0.009991,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.011772,-0.047022,0.000000,-0.010227,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.012120,-0.046922,0.000000,-0.010469,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.012449,-0.046877,0.000000,-0.010691,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.012776,-0.046829,0.000000,-0.010908,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.013106,-0.046824,0.000000,-0.011125,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.013749,-0.046925,0.000000,-0.011651,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.014085,-0.047004,0.000000,-0.011866,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.014397,-0.047083,0.000000,-0.012057,0.000000,0.000000,0.000000,0.000000
