
0.059204,-0.000102,-0.000003
0.300903,0.005179,0.000122
0.324707,0.009109,0.000354
0.578613,0.013190,0.001381
0.530396,0.022899,0.003087
0.663452,0.029072,0.006988
0.699463,0.031092,0.009614
0.808716,0.044247,0.012795
0.772095,0.046505,0.016193
0.747681,0.058915,0.024786
0.736084,0.055848,0.029289
0.736084,0.056714,0.033790
0.639038,0.056046,0.038310
0.663452,0.056716,0.047427
0.711670,0.056059,0.051913
0.663452,0.058423,0.056539
0.711670,0.059376,0.061200
0.892944,0.060610,0.070743
0.929565,0.059435,0.075576
0.869141,0.060831,0.080372
0.675659,0.058956,0.085099
0.808716,0.059565,0.094436
0.747681,0.062357,0.099318
0.844727,0.065422,0.104242
0.808716,0.061349,0.109205
0.747681,0.069956,0.120106
0.723877,0.066600,0.125470
0.880737,0.070637,0.131011
0.880737,0.074695,0.136703
0.699463,0.074952,0.148254
0.711670,0.080214,0.154441
0.832520,0.081448,0.160836
0.856934,0.083247,0.167343
0.711670,0.096192,0.182075
0.626831,0.095563,0.189733
0.699463,0.103988,0.197926
0.747681,0.107672,0.206411
0.808716,0.109078,0.223859
0.759888,0.117654,0.233299
0.880737,0.117473,0.242586
0.869141,0.118098,0.251996
0.941162,0.127993,0.272408
0.844727,0.130817,0.282846
0.784302,0.134259,0.293469
0.796509,0.134785,0.303980
0.808716,0.144667,0.326269
0.941162,0.147159,0.337897
0.808716,0.146553,0.349681
0.844727,0.146885,0.361297
0.905151,0.151255,0.385400
0.844727,0.148011,0.397309
0.880737,0.155808,0.409738
0.820312,0.160703,0.422271
0.941162,0.156626,0.447439
0.759888,0.177931,0.461117
0.917358,0.174092,0.475085
0.844727,0.176696,0.489060
0.856934,0.176292,0.517056
0.856934,0.176254,0.531193
0.880737,0.181831,0.545787
0.832520,0.188524,0.560523
0.820312,0.197215,0.591334
0.929565,0.201726,0.607309
0.929565,0.203222,0.623493
0.808716,0.213499,0.640326
0.844727,0.214706,0.674590
0.772095,0.226522,0.692532
0.772095,0.229958,0.710614
0.832520,0.226267,0.728636
0.747681,0.229251,0.765359
0.905151,0.232032,0.783794
0.747681,0.228557,0.802197
0.723877,0.230275,0.820542
0.869141,0.234874,0.857843
0.880737,0.235307,0.876645
0.856934,0.234130,0.895534
0.723877,0.239958,0.914563
0.796509,0.245819,0.953333
0.917358,0.245877,0.972876
0.820312,0.246630,0.992661
0.796509,0.256474,1.013034
0.784302,0.255329,1.053982
0.772095,0.257717,1.074654
0.929565,0.256253,1.095273
0.917358,0.255884,1.115740
0.869141,0.258286,1.157206
0.808716,0.258005,1.177885
0.759888,0.258584,1.198623
0.808716,0.258443,1.219307
0.832520,0.258281,1.260610
0.892944,0.258409,1.281263
0.687256,0.258094,1.302006
0.869141,0.257974,1.322534
0.880737,0.258756,1.363895
0.953369,0.258871,1.384605
0.796509,0.259412,1.405438
0.929565,0.259840,1.426118
0.929565,0.258357,1.467591
0.869141,0.257370,1.488251
0.796509,0.256823,1.508851
0.917358,0.256296,1.529258
0.917358,0.256585,1.570243
0.965576,0.256017,1.590736
0.989990,0.256213,1.611321
0.844727,0.256770,1.631741
1.050415,0.257654,1.672920
1.026001,0.255153,1.693343
1.026001,0.256735,1.713716
0.808716,0.256755,1.734202
0.905151,0.265040,1.776353
0.892944,0.270628,1.797992
0.784302,0.265172,1.819285
0.832520,0.259277,1.840419
0.929565,0.262781,1.882146
0.941162,0.007614,0.000625
0.869141,0.006535,0.001186
0.832520,0.008546,0.001862
1.001587,0.016714,0.003238
0.892944,0.038696,0.007773
0.808716,0.051159,0.011643
0.892944,0.051336,0.015935
0.892944,0.051336,0.015935
0.699463,0.064632,0.027720
0.844727,0.075344,0.033802
0.905151,0.088403,0.040812
0.941162,0.090390,0.047705
0.953369,0.083602,0.061428
0.820312,0.077149,0.067820
0.820312,0.081675,0.074035
0.880737,0.092011,0.081627
0.796509,0.094186,0.096271
0.832520,0.108683,0.104501
0.808716,0.108754,0.113182
0.856934,0.104636,0.121192
0.808716,0.129122,0.139868
0.832520,0.141131,0.151142
0.953369,0.110434,0.160975
0.869141,0.110164,0.169781
0.880737,0.090830,0.184075
0.747681,0.128314,0.193431
0.892944,0.145271,0.204429
0.880737,0.148935,0.216342
0.869141,0.151272,0.240549
0.784302,0.160639,0.253473
0.941162,0.140386,0.264856
0.880737,0.164219,0.277531
1.001587,0.202579,0.305724
1.038208,0.220446,0.322246
0.965576,0.239535,0.341731
