-0.443115,-0.069824,-0.519831,-0.025322,-0.001531,-0.002152,-0.000209,-0.024042,0.000000,0.000000
-0.551758,-0.118017,-0.602425,-0.042635,-0.002030,-0.004134,-0.000550,-0.052838,0.000000,0.000000
-0.757446,-0.240607,-0.717876,-0.085353,-0.002525,-0.011097,-0.001878,-0.134366,0.000000,0.000000
-0.527344,-0.269281,-0.358420,-0.093545,-0.002209,-0.015853,-0.002944,-0.177717,0.000000,0.000000
-0.563965,-0.298750,-0.368355,-0.101789,-0.002875,-0.021788,-0.004443,-0.202906,0.000000,0.000000
-0.551758,-0.356599,-0.271054,-0.117060,-0.004512,-0.034503,-0.008986,-0.261072,0.000000,0.000000
-0.660400,-0.386979,-0.379752,-0.124941,-0.004729,-0.040380,-0.011919,-0.283630,0.000000,0.000000
-0.902100,-0.438491,-0.643909,-0.140510,-0.004096,-0.045560,-0.015302,-0.312468,0.000000,0.000000
-0.672607,-0.461903,-0.292642,-0.145074,-0.005207,-0.053138,-0.019191,-0.356251,0.000000,0.000000
-0.551758,-0.499629,-0.072383,-0.150288,-0.004351,-0.065000,-0.028573,-0.413849,0.000000,0.000000
-0.697021,-0.519369,-0.246799,-0.153183,-0.004523,-0.070983,-0.033994,-0.428409,0.000000,0.000000
-0.805664,-0.547998,-0.357869,-0.159324,-0.004894,-0.077020,-0.039821,-0.452238,0.000000,0.000000
-0.697021,-0.562901,-0.185444,-0.160107,-0.005685,-0.083446,-0.046210,-0.482367,0.000000,0.000000
-0.612183,-0.587480,-0.034309,-0.159653,-0.002540,-0.090585,-0.060418,-0.529416,0.000000,0.000000
-0.672607,-0.595993,-0.106409,-0.158055,-0.002600,-0.095120,-0.068101,-0.542394,0.000000,0.000000
-0.793457,-0.615739,-0.246833,-0.160719,-0.004767,-0.101293,-0.076155,-0.558953,0.000000,0.000000
-0.841675,-0.638333,-0.282419,-0.164370,-0.010139,-0.110562,-0.084558,-0.582934,0.000000,0.000000
-0.733032,-0.656326,-0.106537,-0.161296,-0.002894,-0.111359,-0.101608,-0.625286,0.000000,0.000000
-0.841675,-0.674861,-0.231686,-0.163408,0.000708,-0.111347,-0.110476,-0.641093,0.000000,0.000000
-0.853882,-0.692763,-0.223779,-0.165219,0.004254,-0.111263,-0.119633,-0.663482,0.000000,0.000000
-0.769653,-0.700452,-0.096112,-0.163146,0.002142,-0.116713,-0.129066,-0.685444,0.000000,0.000000
-0.697021,-0.715016,0.024993,-0.158779,0.000760,-0.124186,-0.148333,-0.720877,0.000000,0.000000
-0.805664,-0.724081,-0.113293,-0.157415,-0.000871,-0.128121,-0.158409,-0.728903,0.000000,0.000000
-0.890503,-0.740723,-0.208059,-0.158934,-0.000926,-0.130206,-0.168697,-0.743966,0.000000,0.000000
-0.914307,-0.758082,-0.216977,-0.160675,-0.002642,-0.133809,-0.179270,-0.764043,0.000000,0.000000
-0.745239,-0.755642,0.014487,-0.150279,-0.001377,-0.135755,-0.200927,-0.792308,0.000000,0.000000
-0.612183,-0.741296,0.179324,-0.140391,0.001302,-0.134203,-0.211681,-0.799404,0.000000,0.000000
