-0.057983,-0.005798,-0.098558,-0.000493,0.001441,0.001409,0.000040,0.002651,0.000000,0.000000
-0.166626,-0.030917,-0.187927,-0.002052,0.000895,0.000533,0.000390,-0.008257,0.000000,0.000000
-0.311890,-0.059015,-0.352259,-0.003803,0.004221,0.003547,0.000632,-0.018781,0.000000,0.000000
-0.384521,-0.091565,-0.406884,-0.005818,0.003660,0.002457,0.001058,-0.038286,0.000000,0.000000
-0.626221,-0.145031,-0.668286,-0.009131,0.009315,0.007375,0.001626,-0.061264,0.000000,0.000000
-0.614014,-0.233039,-0.529131,-0.014526,0.004746,0.001254,0.002150,-0.133274,0.000000,0.000000
-0.601807,-0.269916,-0.460960,-0.016758,0.007137,0.002567,0.002572,-0.165536,0.000000,0.000000
-0.553589,-0.298283,-0.354591,-0.018447,0.000730,-0.004558,0.002252,-0.195479,0.000000,0.000000
-0.505371,-0.318992,-0.258860,-0.019649,0.004664,-0.001535,0.002066,-0.219986,0.000000,0.000000
-0.468750,-0.346402,-0.169928,-0.021162,0.004464,-0.003685,0.001626,-0.254579,0.000000,0.000000
-0.493164,-0.361078,-0.183452,-0.021974,0.002287,-0.006712,0.001149,-0.269586,0.000000,0.000000
-0.601807,-0.385151,-0.300910,-0.023368,0.003235,-0.006626,0.000614,-0.285288,0.000000,0.000000
-0.711060,-0.417742,-0.407365,-0.025288,0.003523,-0.007335,0.000144,-0.307239,0.000000,0.000000
-0.843506,-0.474742,-0.512172,-0.028594,0.007702,-0.005668,-0.000440,-0.351740,0.000000,0.000000
-0.734863,-0.500754,-0.324737,-0.030074,0.009833,-0.004653,-0.001074,-0.385760,0.000000,0.000000
-0.880127,-0.538691,-0.474821,-0.032298,0.011753,-0.003853,-0.001912,-0.410272,0.000000,0.000000
-0.698853,-0.554707,-0.200202,-0.033138,0.014650,-0.002731,-0.002037,-0.442309,0.000000,0.000000
-0.686646,-0.581973,-0.145379,-0.034506,0.029987,0.008573,-0.001656,-0.476465,0.000000,0.000000
-0.783081,-0.602084,-0.251385,-0.035591,0.022544,-0.000782,-0.001708,-0.490791,0.000000,0.000000
-0.601807,-0.602056,0.000346,-0.035411,0.030193,0.004463,-0.001201,-0.510162,0.000000,0.000000
-0.578003,-0.599651,0.030065,-0.035084,0.035233,0.006989,-0.000462,-0.515683,0.000000,0.000000
-0.589600,-0.603179,0.018881,-0.034952,0.047176,0.014352,0.000425,-0.527927,0.000000,0.000000
-0.662231,-0.609084,-0.073815,-0.035147,0.057983,0.021890,0.002141,-0.530466,0.000000,0.000000
-0.638428,-0.612019,-0.036679,-0.035154,0.062600,0.023011,0.004290,-0.537365,0.000000,0.000000
-0.698853,-0.620702,-0.108542,-0.035521,0.073710,0.030841,0.006197,-0.542408,0.000000,0.000000
-0.601807,-0.616013,0.019731,-0.034875,0.069825,0.020318,0.009888,-0.552101,0.000000,0.000000
-0.493164,-0.603728,0.153562,-0.033933,0.074070,0.021240,0.011824,-0.553629,0.000000,0.000000
-0.662231,-0.609579,-0.072760,-0.034127,0.093182,0.037093,0.013777,-0.547650,0.000000,0.000000
-0.517578,-0.600379,0.115581,-0.033378,0.085804,0.026379,0.015783,-0.553512,0.000000,0.000000
-0.372314,-0.565726,0.268627,-0.030883,0.091853,0.025595,0.020124,-0.541463,0.000000,0.000000
-0.650024,-0.574156,-0.105374,-0.031256,0.092657,0.023091,0.022361,-0.527836,0.000000,0.000000
-0.614014,-0.578141,-0.049823,-0.031349,0.096854,0.024331,0.024133,-0.534447,0.000000,0.000000
-0.711060,-0.591433,-0.166148,-0.032023,0.092686,0.017530,0.025383,-0.538656,0.000000,0.000000
-0.722656,-0.629439,-0.129468,-0.034070,0.093410,0.012561,0.028163,-0.569370,0.000000,0.000000
-0.771484,-0.643644,-0.177556,-0.034787,0.101179,0.017681,0.029234,-0.578760,0.000000,0.000000
-0.480957,-0.627375,0.203358,-0.033597,0.107698,0.021482,0.030280,-0.590845,0.000000,0.000000
-0.638428,-0.628480,-0.013815,-0.033498,0.107155,0.017869,0.031905,-0.581822,0.000000,0.000000
-0.578003,-0.618890,0.056764,-0.032566,0.120981,0.025473,0.035447,-0.581882,0.000000,0.000000
-0.468750,-0.603876,0.187755,-0.031464,0.117826,0.019424,0.036937,-0.580190,0.000000,0.000000
-0.444946,-0.587983,0.198659,-0.030314,0.119573,0.018142,0.038660,-0.570968,0.000000,0.000000
-0.722656,-0.601450,-0.167952,-0.031002,0.123642,0.019286,0.040410,-0.560736,0.000000,0.000000
-0.626221,-0.603959,-0.030918,-0.030850,0.127383,0.017505,0.043300,-0.571114,0.000000,0.000000
-0.734863,-0.617050,-0.163630,-0.031513,0.127604,0.014853,0.044859,-0.573366,0.000000,0.000000
-0.686646,-0.624009,-0.086994,-0.031791,0.150820,0.034694,0.047118,-0.582174,0.000000,0.000000
-0.493164,-0.610925,0.163548,-0.030814,0.144846,0.025473,0.049217,-0.587263,0.000000,0.000000
